POS,PLAYER,Against,Venue,Match Date,BF,6s,4s,Runs,Season
71,Michael Hussey,MI,Feroz Shah Kotla Ground,2013-05-21,40,2,10,86,2013
72,Chris Gayle,KXIP,M. Chinnaswamy Stadium,2013-05-14,40,6,4,77,2013
73,Shikhar Dhawan,MI,Rajiv Gandhi Intl. Cricket Stadium,2013-05-01,40,1,9,73,2013
74,Manish Pandey,KKR,JSCA Stadium,2013-05-15,40,1,8,66,2013
75,Rahul Dravid,DC,Feroz Shah Kotla Ground,2013-04-06,40,2,6,65,2013
76,Robin Uthappa,RR,Sawai Mansingh Stadium,2013-05-05,40,1,8,54,2013
77,Adam Gilchrist,RCB,M. Chinnaswamy Stadium,2013-05-14,41,3,10,85,2013
78,David Warner,RR,Feroz Shah Kotla Ground,2013-04-06,41,1,9,77,2013
79,Michael Hussey,DC,Feroz Shah Kotla Ground,2013-04-18,41,2,6,65,2013
80,MS Dhoni,MI,Eden Gardens,2013-05-26,41,5,3,63,2013
81,Shikhar Dhawan,CSK,Chidambaram,2013-04-25,41,0,10,63,2013
82,Rohit Sharma,DC,Wankhede Stadium,2013-04-09,42,5,4,74,2013
83,Suresh Raina,PWI,Maharashtra Cricket Association's International Stadium,2013-04-30,42,1,5,63,2013
84,Saurabh Tiwary,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,42,2,2,52,2013
85,Manvinder Bisla,KXIP,Eden Gardens,2013-04-26,42,3,3,51,2013
86,Manvinder Bisla,CSK,Chidambaram,2013-04-28,43,2,14,92,2013
87,Ajinkya Rahane,KXIP,IS Bindra Stadium,2013-05-09,43,3,3,59,2013
88,Virat Kohli,CSK,Chidambaram,2013-04-13,43,2,2,58,2013
89,Biplap Samantray,RR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,43,1,6,55,2013
90,Sachin Tendulkar,DC,Feroz Shah Kotla Ground,2013-04-21,43,2,3,54,2013
91,Rahul Dravid,PWI,Maharashtra Cricket Association's International Stadium,2013-04-11,43,0,8,54,2013
92,Gautam Gambhir,PWI,Maharashtra Cricket Association's International Stadium,2013-05-09,43,0,6,50,2013
93,Virat Kohli,DC,Feroz Shah Kotla Ground,2013-05-10,44,4,10,99,2013
94,Shaun Marsh,RR,IS Bindra Stadium,2013-05-09,44,2,6,77,2013
95,Parthiv Patel,KXIP,IS Bindra Stadium,2013-05-11,44,2,5,61,2013
96,Rahul Dravid,DC,Sawai Mansingh Stadium,2013-05-07,45,0,7,53,2013
97,Cheteshwar Pujara,KXIP,IS Bindra Stadium,2013-05-06,45,0,8,51,2013
98,Ajinkya Rahane,MI,Sawai Mansingh Stadium,2013-04-17,46,1,8,68,2013
99,Mahela Jayawardene,KKR,Eden Gardens,2013-04-03,46,1,8,66,2013
100,Murali Vijay,RR,Sawai Mansingh Stadium,2013-05-12,49,0,6,55,2013
1,Owais Shah,RCB,M. Chinnaswamy Stadium,2012-04-15,19,5,5,60,2012
2,Virender Sehwag,RR,Sawai Mansingh Stadium,2012-05-01,20,1,12,73,2012
3,MS Dhoni,MI,M. Chinnaswamy Stadium,2012-05-23,20,2,6,51,2012
4,AB de Villiers,RR,Sawai Mansingh Stadium,2012-04-23,21,5,3,59,2012
5,Ross Taylor,RCB,Feroz Shah Kotla Ground,2012-05-17,22,2,7,55,2012
6,JP Duminy,RR,Sawai Mansingh Stadium,2012-04-17,24,5,3,58,2012
7,Chris Gayle,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,24,6,3,57,2012
8,David Warner,KXIP,HPCA Stadium,2012-05-19,25,4,10,79,2012
